customer_id,company_name,industry,region,tier,contract_type,primary_product,signup_date,last_active_date,days_since_last_active,order_count,avg_order_value,total_revenue,mrr,support_tickets,avg_resolution_hrs,nps_score,discount_pct,churned
CUST-2184,Starlight Systems #21,SaaS & Cloud Software,North America,Mid-Market,Multi-Year,API Data Hub,2025-08-17,2026-08-24,7,22,2311.5,50853.0,3507.03,4,23.9,5,29.4,0
CUST-2185,Pinnacle Labs #22,Healthcare IT,Europe (EMEA),Growth,Multi-Year,Cloud Infrastructure Pro,2026-02-10,2026-08-22,9,13,1683.24,21882.12,1656.75,4,13.1,5,2.9,0
CUST-2186,Vertex Financial #23,SaaS & Cloud Software,Asia-Pacific,Starter,Month-to-Month,Enterprise Analytics Suite,2025-09-22,2026-07-31,31,9,658.85,5929.65,398.2,4,23.1,5,28.1,1
CUST-2187,Terra Global #24,E-Commerce & Retail,North America,Growth,Annual Prepaid,Security & Compliance Shield,2025-09-27,2026-08-16,15,13,1057.83,13751.79,886.22,2,14.8,7,30.0,0
CUST-2188,Quantum Financial #25,Healthcare IT,North America,Growth,Annual Prepaid,Enterprise Analytics Suite,2024-11-01,2026-08-21,10,8,1465.41,11723.28,905.99,5,22.3,6,6.3,0
CUST-2189,Horizon Media #26,FinTech & Payments,Europe (EMEA),Enterprise,Month-to-Month,AI Decision Platform,2026-01-31,2026-08-02,29,37,5381.03,199098.11,18805.64,3,8.0,6,21.2,0
CUST-2190,Stratum Health #27,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Quarterly,Cloud Infrastructure Pro,2025-11-29,2026-08-27,4,20,3347.56,66951.2,5215.67,1,1.5,8,34.5,0
CUST-2191,Vertex Ventures #28,SaaS & Cloud Software,Asia-Pacific,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2026-04-04,2026-08-21,10,23,2343.94,53910.62,4278.26,1,9.8,6,14.6,0
CUST-2192,Vertex Global #29,Healthcare IT,Latin America,Starter,Annual Prepaid,Enterprise Analytics Suite,2026-03-23,2026-08-30,1,6,517.8,3106.8,224.11,2,13.6,6,21.1,0
CUST-2193,Stratum Dynamics #30,FinTech & Payments,Europe (EMEA),Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2025-10-30,2026-08-30,1,17,1823.8,31004.6,2488.28,2,6.6,8,13.4,0
CUST-2194,Zenith Health #31,FinTech & Payments,North America,Enterprise,Annual Prepaid,API Data Hub,2025-07-06,2026-08-23,8,35,4801.43,168050.05,11563.04,6,6.0,5,20.3,0
CUST-2195,Beacon Networks #32,FinTech & Payments,North America,Mid-Market,Month-to-Month,Enterprise Analytics Suite,2026-01-23,2026-08-25,6,23,2387.37,54909.51,4686.54,3,9.1,6,6.7,0
CUST-2196,Solstice Ventures #33,FinTech & Payments,North America,Growth,Quarterly,API Data Hub,2026-03-31,2026-07-31,31,9,1161.99,10457.91,806.67,1,14.8,8,40.3,0
CUST-2197,Nexus Capital #34,E-Commerce & Retail,North America,Enterprise,Annual Prepaid,Cloud Infrastructure Pro,2025-09-28,2026-08-30,1,28,5659.47,158465.16,13480.64,8,13.1,5,12.2,0
CUST-2198,Omni Solutions #35,E-Commerce & Retail,North America,Enterprise,Month-to-Month,Enterprise Analytics Suite,2025-11-21,2026-08-26,5,35,5271.48,184501.8,16492.62,3,15.0,4,9.6,0
CUST-2199,Vertex Networks #36,Professional & Legal Services,Europe (EMEA),Starter,Annual Prepaid,AI Decision Platform,2026-01-31,2026-08-19,12,7,396.24,2773.68,182.61,1,9.1,7,9.8,0
CUST-2200,Vertex Technologies #37,FinTech & Payments,North America,Enterprise,Annual Prepaid,AI Decision Platform,2026-01-09,2026-08-13,18,30,5515.73,165471.9,14226.89,6,7.4,4,30.9,0
CUST-2201,Acro Capital #38,Manufacturing & Logistics,North America,Growth,Multi-Year,Enterprise Analytics Suite,2024-12-07,2026-08-29,2,5,991.86,4959.3,369.58,1,28.4,6,4.4,0
CUST-2202,Omni Logistics #39,Professional & Legal Services,Asia-Pacific,Starter,Month-to-Month,AI Decision Platform,2025-10-20,2026-07-30,32,5,710.47,3552.35,308.41,1,13.3,6,4.1,0
CUST-2203,Horizon Retail Group #40,FinTech & Payments,North America,Growth,Multi-Year,Enterprise Analytics Suite,2025-05-15,2026-08-30,1,8,1213.02,9704.16,787.89,7,7.9,6,18.7,0
CUST-2204,Horizon Networks #41,SaaS & Cloud Software,Europe (EMEA),Growth,Annual Prepaid,AI Decision Platform,2025-11-23,2026-08-25,6,14,849.06,11886.84,814.5,2,3.9,6,1.0,0
CUST-2205,Terra Logistics #42,Healthcare IT,North America,Growth,Annual Prepaid,Enterprise Analytics Suite,2026-03-09,2026-08-24,7,13,1656.04,21528.52,1610.11,4,12.6,7,3.5,0
CUST-2206,Solstice Cloud #43,Manufacturing & Logistics,North America,Mid-Market,Annual Prepaid,API Data Hub,2025-01-31,2026-08-24,7,19,2694.88,51202.72,3965.71,2,20.2,8,36.4,0
CUST-2207,Solstice Logistics #44,SaaS & Cloud Software,Asia-Pacific,Growth,Annual Prepaid,Enterprise Analytics Suite,2025-09-07,2026-08-10,21,7,1439.88,10079.16,694.27,4,7.1,4,14.8,0
CUST-2208,CoreLogic Logistics #45,E-Commerce & Retail,North America,Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2025-05-27,2026-08-04,27,23,2940.1,67622.3,5210.78,3,7.9,5,15.6,0
CUST-2209,Aegis Cloud #46,FinTech & Payments,Asia-Pacific,Enterprise,Annual Prepaid,AI Decision Platform,2026-01-19,2026-07-17,45,39,6265.83,244367.37,23258.75,3,12.0,6,14.7,0
CUST-2210,Acro Networks #47,SaaS & Cloud Software,Latin America,Enterprise,Month-to-Month,Enterprise Analytics Suite,2026-02-11,2026-07-17,45,44,6433.97,283094.68,20509.21,1,5.9,8,9.4,0
CUST-2211,Prism Capital #48,E-Commerce & Retail,North America,Mid-Market,Quarterly,API Data Hub,2026-04-20,2026-06-23,69,23,2287.27,52607.21,4075.37,3,17.0,4,12.9,1
CUST-2212,Novus Financial #49,SaaS & Cloud Software,North America,Mid-Market,Annual Prepaid,API Data Hub,2025-08-06,2026-06-19,73,25,4237.32,105933.0,9231.07,2,11.5,5,13.3,0
CUST-2213,Aegis Health #50,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Annual Prepaid,AI Decision Platform,2026-03-18,2026-08-16,15,21,1385.64,29098.44,2214.73,7,18.2,6,23.1,0
CUST-2214,Apex Media #51,SaaS & Cloud Software,Europe (EMEA),Growth,Multi-Year,AI Decision Platform,2026-01-03,2026-08-26,5,11,1350.21,14852.31,1183.78,1,7.7,7,7.5,0
CUST-2215,Terra Media #52,Healthcare IT,Europe (EMEA),Enterprise,Annual Prepaid,Security & Compliance Shield,2026-04-12,2026-08-09,22,47,3756.68,176563.96,13074.92,5,10.3,5,5.5,0
CUST-2216,Apex Media #53,SaaS & Cloud Software,North America,Enterprise,Quarterly,Cloud Infrastructure Pro,2025-12-18,2026-06-22,70,31,5326.87,165132.97,13863.32,7,14.3,3,23.8,1
CUST-2217,Terra Capital #54,Healthcare IT,North America,Growth,Annual Prepaid,Cloud Infrastructure Pro,2025-12-17,2026-08-21,10,9,1395.54,12559.86,920.08,2,18.8,4,10.9,0
CUST-2218,Omni Logistics #55,Healthcare IT,North America,Starter,Multi-Year,AI Decision Platform,2025-10-01,2026-08-18,13,5,492.45,2462.25,194.77,2,5.2,7,2.3,0
CUST-2219,Starlight Labs #56,SaaS & Cloud Software,Latin America,Enterprise,Quarterly,API Data Hub,2025-11-27,2026-08-07,24,32,7323.07,234338.24,20213.85,1,12.2,6,4.2,0
CUST-2220,Elevate Global #57,Healthcare IT,Asia-Pacific,Enterprise,Quarterly,AI Decision Platform,2024-03-09,2026-08-26,5,34,2248.81,76459.54,5379.76,2,3.9,5,9.0,0
CUST-2221,Omni Retail Group #58,SaaS & Cloud Software,Europe (EMEA),Enterprise,Month-to-Month,Enterprise Analytics Suite,2026-03-25,2026-07-21,41,33,6531.84,215550.72,14622.97,4,9.5,5,18.0,0
CUST-2222,Omni Cloud #59,FinTech & Payments,Europe (EMEA),Growth,Annual Prepaid,AI Decision Platform,2025-10-30,2026-08-22,9,14,627.79,8789.06,643.66,0,12.1,7,25.6,0
CUST-2223,Vertex Global #60,E-Commerce & Retail,North America,Enterprise,Quarterly,API Data Hub,2026-02-11,2026-08-26,5,34,5628.18,191358.12,14763.03,5,6.2,5,15.4,0
CUST-2224,Vanguard Capital #61,E-Commerce & Retail,Europe (EMEA),Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2025-11-15,2026-08-29,2,19,3338.93,63439.67,4304.82,4,12.8,7,19.8,0
CUST-2225,Terra Solutions #62,E-Commerce & Retail,North America,Growth,Multi-Year,AI Decision Platform,2025-12-21,2026-07-08,54,12,1376.75,16521.0,1200.01,2,4.1,8,9.8,0
CUST-2226,Terra Systems #63,FinTech & Payments,Europe (EMEA),Mid-Market,Quarterly,Cloud Infrastructure Pro,2025-09-12,2026-08-11,20,25,2243.21,56080.25,4889.9,1,18.0,6,9.5,0
CUST-2227,Pinnacle Networks #64,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2026-01-29,2026-08-18,13,15,3084.37,46265.55,4004.38,7,19.0,4,10.8,0
CUST-2228,Zenith Systems #65,FinTech & Payments,North America,Mid-Market,Annual Prepaid,API Data Hub,2026-05-12,2026-08-27,4,14,1403.88,19654.32,1603.53,4,26.5,5,13.1,0
CUST-2229,Elevate Global #66,FinTech & Payments,North America,Mid-Market,Multi-Year,API Data Hub,2025-11-28,2026-08-12,19,17,3343.87,56845.79,4136.15,1,3.4,7,22.3,0
CUST-2230,Crestview Labs #67,SaaS & Cloud Software,North America,Mid-Market,Month-to-Month,API Data Hub,2026-03-07,2026-06-12,80,22,2843.94,62566.68,5134.57,3,9.7,2,12.1,1
CUST-2231,Prism Media #68,Manufacturing & Logistics,North America,Enterprise,Annual Prepaid,Security & Compliance Shield,2026-04-06,2026-07-31,31,41,6621.81,271494.21,24458.32,5,7.6,4,17.6,0
CUST-2232,Beacon Global #69,FinTech & Payments,Europe (EMEA),Starter,Multi-Year,Cloud Infrastructure Pro,2025-08-28,2026-08-30,1,4,713.77,2855.08,173.94,2,33.1,5,24.7,0
CUST-2233,Nexus Retail Group #70,Healthcare IT,North America,Mid-Market,Quarterly,AI Decision Platform,2026-04-25,2026-08-11,20,26,3632.26,94438.76,7872.39,1,6.7,6,12.0,0
CUST-2234,Starlight Global #71,FinTech & Payments,North America,Starter,Quarterly,API Data Hub,2025-08-31,2026-08-22,9,4,197.84,791.36,50.05,1,6.8,6,14.5,0
CUST-2235,Prism Logistics #72,Manufacturing & Logistics,North America,Growth,Annual Prepaid,Enterprise Analytics Suite,2026-01-05,2026-08-26,5,10,1587.83,15878.3,1086.25,1,6.2,8,15.9,0
CUST-2236,Starlight Global #73,E-Commerce & Retail,North America,Growth,Month-to-Month,AI Decision Platform,2025-03-20,2026-07-26,36,12,1311.92,15743.04,1339.11,3,14.9,6,34.4,1
CUST-2237,Pinnacle Media #74,Healthcare IT,North America,Starter,Month-to-Month,AI Decision Platform,2025-09-15,2026-07-31,31,4,618.18,2472.72,179.16,1,10.3,6,6.6,0
CUST-2238,Pulse Solutions #75,SaaS & Cloud Software,North America,Mid-Market,Multi-Year,Cloud Infrastructure Pro,2025-09-30,2026-08-23,8,21,2220.58,46632.18,4130.64,3,27.0,6,10.8,0
CUST-2239,Elevate Retail Group #76,SaaS & Cloud Software,North America,Enterprise,Annual Prepaid,Enterprise Analytics Suite,2025-12-04,2026-08-13,18,37,5246.16,194107.92,12996.41,6,10.8,6,1.2,0
CUST-2240,Novus Media #77,SaaS & Cloud Software,Europe (EMEA),Growth,Month-to-Month,API Data Hub,2025-04-28,2026-08-13,18,11,2040.65,22447.15,1563.94,1,8.9,4,9.8,0
CUST-2241,Aegis Networks #78,Professional & Legal Services,North America,Enterprise,Multi-Year,Enterprise Analytics Suite,2025-11-29,2026-08-27,4,26,5669.45,147405.7,14294.96,2,23.1,5,27.4,0
CUST-2242,Horizon Dynamics #79,SaaS & Cloud Software,North America,Enterprise,Annual Prepaid,Cloud Infrastructure Pro,2026-02-26,2026-08-11,20,35,2959.86,103595.1,9702.12,2,7.6,6,25.9,0
CUST-2243,Zenith Dynamics #80,FinTech & Payments,Europe (EMEA),Growth,Month-to-Month,Cloud Infrastructure Pro,2026-05-08,2026-07-13,49,12,870.04,10440.48,882.43,2,11.0,7,38.1,0
CUST-2244,Pulse Logistics #81,FinTech & Payments,Europe (EMEA),Growth,Annual Prepaid,Enterprise Analytics Suite,2025-12-17,2026-08-01,30,8,1201.98,9615.84,649.54,4,19.4,4,28.2,1
CUST-2245,Nexus Dynamics #82,Healthcare IT,Europe (EMEA),Enterprise,Month-to-Month,Enterprise Analytics Suite,2025-08-10,2026-08-30,1,33,5316.32,175438.56,15099.57,8,24.3,4,6.9,0
CUST-2246,Terra Retail Group #83,Professional & Legal Services,North America,Growth,Annual Prepaid,Cloud Infrastructure Pro,2025-09-16,2026-08-27,4,14,1667.3,23342.2,1776.78,2,3.8,7,1.5,0
CUST-2247,Omni Health #84,Healthcare IT,North America,Enterprise,Multi-Year,Enterprise Analytics Suite,2026-05-01,2026-08-24,7,30,3472.05,104161.5,9742.2,6,19.6,5,9.4,0
CUST-2248,CoreLogic Systems #85,SaaS & Cloud Software,Asia-Pacific,Mid-Market,Annual Prepaid,API Data Hub,2025-04-13,2026-08-24,7,14,2623.78,36732.92,2473.24,2,22.5,6,13.3,0
CUST-2249,Pinnacle Ventures #86,FinTech & Payments,Latin America,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2026-03-14,2026-08-17,14,13,2704.76,35161.88,3066.79,2,16.5,7,5.5,0
CUST-2250,Prism Health #87,Healthcare IT,Europe (EMEA),Mid-Market,Month-to-Month,API Data Hub,2025-07-07,2026-06-23,69,15,3205.66,48084.9,4041.42,5,15.5,6,12.1,1
CUST-2251,Stratum Health #88,SaaS & Cloud Software,Europe (EMEA),Growth,Annual Prepaid,Enterprise Analytics Suite,2025-12-16,2026-08-30,1,7,1793.0,12551.0,798.3,0,11.4,8,32.9,0
CUST-2252,Crestview Media #89,E-Commerce & Retail,North America,Enterprise,Month-to-Month,Cloud Infrastructure Pro,2025-05-21,2026-08-22,9,27,4795.32,129473.64,9978.48,3,14.8,5,6.0,0
CUST-2253,Kinetic Ventures #90,E-Commerce & Retail,North America,Growth,Annual Prepaid,Cloud Infrastructure Pro,2026-01-10,2026-08-27,4,9,851.97,7667.73,482.14,3,14.1,7,31.9,0
CUST-2254,Terra Capital #91,E-Commerce & Retail,Asia-Pacific,Mid-Market,Annual Prepaid,Security & Compliance Shield,2025-11-07,2026-07-25,37,17,3148.66,53527.22,4424.24,1,6.6,8,10.4,0
CUST-2255,Kinetic Solutions #92,Healthcare IT,Europe (EMEA),Growth,Quarterly,AI Decision Platform,2025-12-22,2026-08-03,28,10,2011.5,20115.0,1473.96,4,5.5,5,18.2,0
CUST-2256,CoreLogic Dynamics #93,Professional & Legal Services,Europe (EMEA),Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-10-26,2026-08-26,5,17,4112.66,69915.22,6055.21,2,6.9,5,22.9,0
CUST-2257,Acro Networks #94,Healthcare IT,Europe (EMEA),Mid-Market,Quarterly,AI Decision Platform,2025-09-28,2026-08-30,1,22,1210.43,26629.46,2240.86,2,3.8,8,12.1,0
CUST-2258,Synergy Health #95,Manufacturing & Logistics,Asia-Pacific,Starter,Multi-Year,AI Decision Platform,2025-11-02,2026-08-18,13,6,570.66,3423.96,242.16,3,10.5,7,7.8,0
CUST-2259,Synergy Networks #96,Professional & Legal Services,Asia-Pacific,Mid-Market,Multi-Year,Enterprise Analytics Suite,2024-10-14,2026-07-25,37,23,2702.54,62158.42,4664.95,4,32.9,5,5.0,0
CUST-2260,Novus Networks #97,Manufacturing & Logistics,North America,Starter,Annual Prepaid,Cloud Infrastructure Pro,2025-10-19,2026-08-06,25,5,355.55,1777.75,126.24,1,15.1,4,4.1,0
CUST-2261,Pulse Technologies #1,SaaS & Cloud Software,North America,Enterprise,Multi-Year,Cloud Infrastructure Pro,2026-02-10,2026-06-29,63,38,6630.52,251959.76,22652.2,3,21.3,5,25.4,1
CUST-2262,Omni Logistics #2,Healthcare IT,Europe (EMEA),Starter,Month-to-Month,Enterprise Analytics Suite,2025-11-03,2026-08-20,11,7,583.88,4087.16,348.22,2,24.0,6,6.8,0
CUST-2263,Pulse Capital #3,Manufacturing & Logistics,North America,Mid-Market,Annual Prepaid,AI Decision Platform,2025-12-03,2026-08-30,1,19,1688.42,32079.98,2479.64,2,12.7,5,18.9,0
CUST-2264,Crestview Solutions #4,SaaS & Cloud Software,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2026-03-12,2026-08-03,28,19,2495.67,47417.73,3381.01,5,6.6,4,32.4,0
CUST-2265,Acro Capital #5,Healthcare IT,North America,Mid-Market,Month-to-Month,Enterprise Analytics Suite,2025-11-10,2026-05-03,120,23,2163.34,49756.82,3330.96,2,5.5,4,10.5,1
CUST-2266,Acro Ventures #6,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Month-to-Month,AI Decision Platform,2025-07-20,2026-06-02,90,19,3204.78,60890.82,5056.22,4,6.7,3,11.4,1
CUST-2267,Pinnacle Ventures #7,SaaS & Cloud Software,Europe (EMEA),Growth,Quarterly,Cloud Infrastructure Pro,2025-08-24,2026-07-31,31,8,1737.3,13898.4,971.62,4,13.0,6,6.8,0
CUST-2268,Zenith Retail Group #8,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Quarterly,API Data Hub,2026-01-01,2026-08-29,2,16,3314.65,53034.4,3922.82,1,5.1,8,6.8,0
CUST-2269,Pulse Media #9,Healthcare IT,North America,Growth,Quarterly,Enterprise Analytics Suite,2025-08-27,2026-08-07,24,15,1295.23,19428.45,1483.9,4,6.2,5,18.4,0
CUST-2270,Terra Dynamics #10,Professional & Legal Services,North America,Starter,Multi-Year,AI Decision Platform,2025-11-11,2026-08-23,8,5,646.93,3234.65,256.79,1,7.2,8,8.4,0
CUST-2271,Horizon Logistics #11,Healthcare IT,North America,Enterprise,Quarterly,Enterprise Analytics Suite,2025-12-03,2026-08-04,27,40,4599.12,183964.8,18308.33,4,11.2,3,5.0,0
CUST-2272,Stratum Ventures #12,E-Commerce & Retail,Asia-Pacific,Growth,Quarterly,Cloud Infrastructure Pro,2026-06-20,2026-08-21,10,6,1005.58,6033.48,455.46,2,12.5,9,6.7,0
CUST-2273,Terra Ventures #13,SaaS & Cloud Software,North America,Starter,Month-to-Month,Enterprise Analytics Suite,2025-12-21,2026-07-12,50,6,581.69,3490.14,253.31,4,8.1,6,22.3,1
CUST-2274,Nexus Labs #14,Manufacturing & Logistics,Europe (EMEA),Mid-Market,Multi-Year,Enterprise Analytics Suite,2026-02-10,2026-07-09,53,22,2849.7,62693.4,4555.06,5,21.8,3,10.6,0
CUST-2275,Horizon Dynamics #15,SaaS & Cloud Software,Europe (EMEA),Enterprise,Annual Prepaid,API Data Hub,2025-06-04,2026-08-26,5,33,3990.03,131670.99,10301.99,3,28.2,6,10.1,0
CUST-2276,Stratum Financial #16,E-Commerce & Retail,Asia-Pacific,Growth,Month-to-Month,Cloud Infrastructure Pro,2026-04-04,2026-07-31,31,9,2046.06,18414.54,1512.63,2,5.0,6,3.9,0
CUST-2277,Nexus Retail Group #17,FinTech & Payments,Asia-Pacific,Growth,Annual Prepaid,Enterprise Analytics Suite,2026-01-05,2026-08-28,3,10,1856.67,18566.7,1404.28,4,10.2,7,7.9,0
CUST-2278,Pulse Logistics #18,Healthcare IT,North America,Starter,Multi-Year,Enterprise Analytics Suite,2025-05-21,2026-08-28,3,7,501.56,3510.92,214.48,0,11.2,8,3.6,0
CUST-2279,Terra Cloud #19,E-Commerce & Retail,North America,Growth,Annual Prepaid,AI Decision Platform,2026-03-06,2026-07-19,43,11,1130.25,12432.75,1016.81,3,11.4,7,14.8,0
CUST-2280,Omni Solutions #20,SaaS & Cloud Software,Asia-Pacific,Mid-Market,Month-to-Month,AI Decision Platform,2025-05-11,2026-07-15,47,23,1477.28,33977.44,3067.15,3,17.0,5,27.8,1
CUST-2281,Synergy Cloud #21,FinTech & Payments,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-12-24,2026-07-31,31,20,1804.0,36080.0,2836.19,3,5.5,9,12.6,0
CUST-2282,Stratum Retail Group #22,Healthcare IT,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2026-04-08,2026-08-29,2,16,2407.54,38520.64,3068.63,3,11.1,7,1.7,0
CUST-2283,Pulse Retail Group #23,SaaS & Cloud Software,North America,Mid-Market,Month-to-Month,AI Decision Platform,2025-12-28,2026-07-06,56,19,3091.19,58732.61,4567.52,4,13.7,4,15.5,1
CUST-2284,Synergy Solutions #24,SaaS & Cloud Software,North America,Growth,Month-to-Month,AI Decision Platform,2025-11-18,2026-07-26,36,11,2083.05,22913.55,1882.4,3,8.3,6,1.7,1
CUST-2285,Starlight Logistics #25,E-Commerce & Retail,North America,Growth,Quarterly,Enterprise Analytics Suite,2026-04-23,2026-08-22,9,13,1632.43,21221.59,1371.65,1,12.9,6,2.1,0
CUST-2286,Vanguard Logistics #26,SaaS & Cloud Software,North America,Growth,Multi-Year,Enterprise Analytics Suite,2026-02-23,2026-08-24,7,15,1266.89,19003.35,1736.3,1,26.2,4,7.8,0
CUST-2287,Omni Financial #27,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-12-09,2026-06-05,87,18,2317.45,41714.1,3362.66,4,9.6,5,33.1,0
CUST-2288,Beacon Retail Group #28,Professional & Legal Services,North America,Mid-Market,Annual Prepaid,API Data Hub,2026-04-28,2026-08-20,11,16,1969.29,31508.64,2531.8,3,14.5,4,13.9,0
CUST-2289,Apex Logistics #29,Professional & Legal Services,Asia-Pacific,Growth,Annual Prepaid,AI Decision Platform,2026-01-03,2026-08-05,26,11,844.3,9287.3,674.22,2,19.3,5,19.0,0
CUST-2290,Terra Solutions #30,Healthcare IT,Asia-Pacific,Mid-Market,Annual Prepaid,API Data Hub,2025-11-04,2026-08-29,2,27,1883.42,50852.34,4247.88,1,10.9,8,8.1,0
CUST-2291,Beacon Technologies #31,SaaS & Cloud Software,North America,Enterprise,Multi-Year,Enterprise Analytics Suite,2025-10-13,2026-08-27,4,31,3804.81,117949.11,11758.55,4,6.6,6,1.9,0
CUST-2292,Aegis Financial #32,Healthcare IT,North America,Mid-Market,Quarterly,Enterprise Analytics Suite,2026-01-07,2026-07-05,57,15,2338.32,35074.8,2356.49,6,9.0,4,18.9,1
CUST-2293,Kinetic Financial #33,Healthcare IT,North America,Enterprise,Month-to-Month,Cloud Infrastructure Pro,2026-02-15,2026-08-30,1,33,2896.39,95580.87,8939.36,1,10.9,6,24.0,0
CUST-2294,Nexus Logistics #34,SaaS & Cloud Software,North America,Mid-Market,Multi-Year,AI Decision Platform,2025-11-26,2026-08-09,22,24,1345.6,32294.4,2929.73,6,21.2,5,6.2,0
CUST-2295,Zenith Retail Group #35,Healthcare IT,Europe (EMEA),Growth,Multi-Year,Enterprise Analytics Suite,2026-01-03,2026-08-04,27,11,1759.98,19359.78,1357.8,3,13.8,5,17.2,0
CUST-2296,Prism Networks #36,E-Commerce & Retail,Europe (EMEA),Mid-Market,Annual Prepaid,Security & Compliance Shield,2025-10-19,2026-08-27,4,22,2613.94,57506.68,4862.72,4,14.1,6,2.7,0
CUST-2297,Vertex Health #37,Healthcare IT,Europe (EMEA),Starter,Annual Prepaid,Enterprise Analytics Suite,2026-04-15,2026-08-26,5,9,617.71,5559.39,436.29,3,14.2,8,8.7,0
CUST-2298,Beacon Capital #38,SaaS & Cloud Software,Europe (EMEA),Growth,Annual Prepaid,Cloud Infrastructure Pro,2025-12-18,2026-08-02,29,13,1137.34,14785.42,1065.21,4,7.9,6,11.0,0
CUST-2299,Novus Global #39,FinTech & Payments,Asia-Pacific,Enterprise,Multi-Year,Cloud Infrastructure Pro,2025-10-23,2026-08-12,19,33,5882.61,194126.13,18494.96,5,20.0,3,9.6,0
CUST-2300,Quantum Labs #40,FinTech & Payments,Europe (EMEA),Growth,Multi-Year,Cloud Infrastructure Pro,2025-04-11,2026-08-09,22,9,870.49,7834.41,575.89,4,14.4,7,28.5,0
CUST-2301,Crestview Logistics #41,SaaS & Cloud Software,Asia-Pacific,Enterprise,Month-to-Month,Cloud Infrastructure Pro,2025-10-31,2026-08-15,16,25,6620.65,165516.25,13752.49,1,4.9,7,12.6,0
CUST-2302,Horizon Ventures #42,Healthcare IT,North America,Mid-Market,Quarterly,Cloud Infrastructure Pro,2026-01-27,2026-08-05,26,19,1941.38,36886.22,2767.31,5,10.4,5,10.5,0
CUST-2303,Prism Media #43,FinTech & Payments,North America,Mid-Market,Quarterly,API Data Hub,2026-02-28,2026-08-28,3,14,1434.22,20079.08,1480.79,3,13.5,6,2.6,0
CUST-2304,Pinnacle Ventures #44,FinTech & Payments,Europe (EMEA),Starter,Quarterly,Enterprise Analytics Suite,2025-04-25,2026-07-27,35,6,759.92,4559.52,386.58,3,8.3,5,15.8,1
CUST-2305,Novus Health #45,E-Commerce & Retail,Europe (EMEA),Starter,Annual Prepaid,API Data Hub,2025-09-14,2026-08-22,9,3,544.91,1634.73,115.65,1,15.9,8,17.3,0
CUST-2306,Stratum Media #46,Professional & Legal Services,Asia-Pacific,Enterprise,Quarterly,AI Decision Platform,2025-06-13,2026-06-04,88,30,2967.77,89033.1,8677.85,3,10.4,5,6.6,0
CUST-2307,Solstice Dynamics #47,SaaS & Cloud Software,Europe (EMEA),Starter,Multi-Year,Cloud Infrastructure Pro,2025-10-20,2026-08-07,24,1,393.68,393.68,30.68,0,9.8,6,20.4,0
CUST-2308,Apex Retail Group #48,Healthcare IT,North America,Mid-Market,Multi-Year,Enterprise Analytics Suite,2025-12-07,2026-08-27,4,16,3226.61,51625.76,3994.09,3,6.8,7,1.2,0
CUST-2309,Pulse Capital #49,Manufacturing & Logistics,Europe (EMEA),Enterprise,Multi-Year,API Data Hub,2025-12-29,2026-08-27,4,32,6909.8,221113.6,20533.62,3,18.0,6,6.9,0
CUST-2310,Omni Global #50,Professional & Legal Services,Asia-Pacific,Starter,Quarterly,Enterprise Analytics Suite,2026-02-08,2026-08-21,10,5,657.64,3288.2,219.38,0,4.2,6,29.8,0
CUST-2311,Apex Retail Group #51,Healthcare IT,North America,Mid-Market,Month-to-Month,Enterprise Analytics Suite,2025-07-30,2026-07-12,50,25,2322.71,58067.75,4395.24,2,5.1,5,24.8,0
CUST-2312,CoreLogic Systems #52,SaaS & Cloud Software,North America,Growth,Annual Prepaid,API Data Hub,2025-12-20,2026-08-07,24,12,1693.07,20316.84,1781.58,4,14.0,4,11.8,0
CUST-2313,Stratum Labs #53,Healthcare IT,Asia-Pacific,Growth,Annual Prepaid,Security & Compliance Shield,2025-09-08,2026-07-23,39,14,1385.54,19397.56,1773.3,2,4.0,9,11.5,0
CUST-2314,Zenith Retail Group #54,E-Commerce & Retail,Europe (EMEA),Growth,Quarterly,Enterprise Analytics Suite,2026-03-31,2026-08-13,18,12,1710.73,20528.76,1726.37,0,2.9,7,21.8,0
CUST-2315,Nexus Financial #55,Professional & Legal Services,North America,Enterprise,Month-to-Month,Enterprise Analytics Suite,2025-01-31,2026-07-05,57,28,4392.85,122999.8,10982.05,6,11.4,1,3.4,1
CUST-2316,Solstice Capital #56,Healthcare IT,North America,Starter,Annual Prepaid,API Data Hub,2025-09-25,2026-08-11,20,4,532.44,2129.76,169.72,2,3.2,6,31.2,0
